ID,Date,D_kilowatt_cons
664,2022-10-26,194.0
665,2022-10-27,185.11999999999898
666,2022-10-28,171.86999999999898
667,2022-10-29,145.13000000000102
668,2022-10-30,155.86999999999898
669,2022-10-31,150.0
670,2022-11-01,150.13000000000102
671,2022-11-02,188.0
672,2022-11-03,189.86000000000058
673,2022-11-04,199.0
674,2022-11-05,162.0
675,2022-11-06,147.0
676,2022-11-07,176.0
677,2022-11-08,177.98999999999796
678,2022-11-09,191.0
679,2022-11-10,217.15000000000146
680,2022-11-11,195.0
681,2022-11-12,164.0
682,2022-11-13,152.0
683,2022-11-14,199.83000000000175
684,2022-11-15,292.7999999999993
685,2022-11-16,255.36999999999898
686,2022-11-17,206.8100000000013
687,2022-11-18,211.0
688,2022-11-19,245.0
689,2022-11-20,235.0
690,2022-11-21,267.0
691,2022-11-22,351.0
692,2022-11-23,267.0
693,2022-11-24,249.0
694,2022-11-25,318.0
695,2022-11-26,312.0
696,2022-11-27,234.0
697,2022-11-28,355.0
698,2022-11-29,301.7999999999993
699,2022-11-30,302.1899999999987
700,2022-12-01,306.0
701,2022-12-02,356.7800000000025
702,2022-12-03,343.1999999999971
703,2022-12-04,313.7300000000032
704,2022-12-05,309.23999999999796
705,2022-12-06,265.0
706,2022-12-07,285.0
707,2022-12-08,305.0
708,2022-12-09,296.0
709,2022-12-10,264.0
710,2022-12-11,259.0
711,2022-12-12,345.0
712,2022-12-13,393.0
713,2022-12-14,378.98999999999796
714,2022-12-15,366.26000000000204
715,2022-12-16,332.73999999999796
716,2022-12-17,260.0
717,2022-12-18,290.75
718,2022-12-19,341.25
719,2022-12-20,329.0
720,2022-12-21,411.0
721,2022-12-22,294.0
722,2022-12-23,290.0
723,2022-12-24,260.74000000000524
724,2022-12-25,248.25999999999476
725,2022-12-26,248.99000000000524
726,2022-12-27,319.0
727,2022-12-28,278.98999999999796
728,2022-12-29,330.98999999999796
729,2022-12-30,273.0
730,2022-12-31,161.98999999999796
731,2023-01-01,161.3000000000029
732,2023-01-02,287.0
733,2023-01-03,274.6999999999971
734,2023-01-04,236.3000000000029
735,2023-01-05,301.6900000000023
736,2023-01-06,188.30999999999767
737,2023-01-07,185.0
738,2023-01-08,169.0
739,2023-01-09,312.6900000000023
740,2023-01-10,262.0
741,2023-01-11,295.0
742,2023-01-12,267.0
743,2023-01-13,324.98999999999796
744,2023-01-14,185.98999999999796
745,2023-01-15,243.0
746,2023-01-16,335.0
747,2023-01-17,299.0
748,2023-01-18,296.0
749,2023-01-19,300.0
750,2023-01-20,373.0
751,2023-01-21,208.0
752,2023-01-22,264.0
753,2023-01-23,428.33000000000175
754,2023-01-24,273.0
755,2023-01-25,324.6600000000035
756,2023-01-26,246.0
757,2023-01-27,295.98999999999796
758,2023-01-28,231.0
759,2023-01-29,189.0
760,2023-01-30,316.0
761,2023-01-31,281.34999999999854
762,2023-02-01,297.6399999999994
763,2023-02-02,269.0
764,2023-02-03,233.0
765,2023-02-04,148.0
766,2023-02-05,145.36000000000058
767,2023-02-06,269.0
768,2023-02-07,245.63999999999942
769,2023-02-08,275.0
770,2023-02-09,296.3600000000006
771,2023-02-10,262.6399999999994
772,2023-02-11,188.0
773,2023-02-12,200.36000000000058
774,2023-02-13,315.6399999999994
775,2023-02-14,229.36000000000058
776,2023-02-15,225.63999999999942
777,2023-02-16,288.98999999999796
778,2023-02-17,206.0
779,2023-02-18,143.37000000000262
780,2023-02-19,152.62999999999738
781,2023-02-20,223.37000000000262
782,2023-02-21,256.6299999999974
783,2023-02-22,208.37000000000262
784,2023-02-23,216.62000000000262
785,2023-02-24,220.37999999999738
786,2023-02-25,169.62000000000262
787,2023-02-26,165.0
788,2023-02-27,265.0
789,2023-02-28,268.3799999999974
790,2023-03-01,251.62000000000262
791,2023-03-02,239.0
792,2023-03-03,201.0
793,2023-03-04,134.0
794,2023-03-05,133.0
795,2023-03-06,235.37999999999738
796,2023-03-07,211.61000000000058
797,2023-03-08,198.0
798,2023-03-09,207.98999999999796
799,2023-03-10,181.40000000000146
800,2023-03-11,141.0
801,2023-03-12,122.58000000000175
802,2023-03-13,140.98999999999796
803,2023-03-14,216.4300000000003
804,2023-03-15,143.5699999999997
805,2023-03-16,130.4300000000003
806,2023-03-17,137.0
807,2023-03-18,121.0
808,2023-03-19,142.5500000000029
809,2023-03-20,265.98999999999796
810,2023-03-21,159.0
811,2023-03-22,132.98999999999796
812,2023-03-23,130.0
813,2023-03-24,125.47000000000116
814,2023-03-25,122.0
815,2023-03-26,114.0
816,2023-03-27,169.5199999999968
817,2023-03-28,133.0
818,2023-03-29,167.4800000000032
819,2023-03-30,147.5199999999968
820,2023-03-31,146.4800000000032
821,2023-04-01,118.5199999999968
822,2023-04-02,126.0
823,2023-04-03,124.0
824,2023-04-04,160.0
825,2023-04-05,201.99000000000524
826,2023-04-06,146.0
827,2023-04-07,122.0
828,2023-04-08,135.0
829,2023-04-09,119.0
830,2023-04-10,114.48999999999796
831,2023-04-11,149.5
832,2023-04-12,129.5
833,2023-04-13,228.48999999999796
